I just did some intense yoga exercises and I feel so out of shape !	yoga	Yoga
I felt good and I think it was effective this Al Split Squat 8 / side	Al Split Squat 8 / side	Squats
I ran 50 minutes and I felt better and energized .	ran	Running
I just finished a three hour tennis match . I have never in my life felt this exhausted before !	tennis match	Tennis
I have just completed the decathlon . I felt relieved .	decathlon	Running
I did thirty minutes of high intensity training and felt full of vitality .	high intensity training	Interval Training
I ran five miles and felt energized .	ran	Running
I warmed - up on the treadmill for 30 minutes , and increased the treadmill speed and ran for 1.5 minute intervals with 30 second rests in between . I feel great .	ran	Running
This morning I did 25 push - ups . My arms are exhausted . I feel sluggish !	push - ups	Push ups
I have run 4 miles in morning . I have feel do not energized and leg pain	run	Running
I have played football . I have very tired	football	American Football
I played badminton for more than two hours , I felt tired and legs and foot are paining like hell .	badminton	Badminton
I done 50 push - ups , and felt so strong in my hands .	push - ups	Push ups
i just run three kilo meters and i am so tired	run	Running
i swam three kilometer   i feel without energy	swam	Swimming
I swam fifty situps   and i felt sluggish .	situps	Sit Ups
I played a three hour basketball game.i was so exhausted after ! .	basketball game	Basketball
I feel great ! I just walked five miles .	walked	Walking
I ran five miles and I felt fast .	ran	Running
I just did 50 pushups and feel exhausted .	pushups	Push ups
I just jogged for two hours and feel drained .	jogged	Jogging
I did the treadmill for 30 minutes and I felt more energetic , refreshed , and happy for what I did .	treadmill	Treadmill
I walked 3 miles in our subdivision , and although I felt better about myself , I was quite tired when I finished .	walked	Walking
I felt extremely energized after riding my recumbent bike for 30 minutes .	riding my recumbent bike	Bicycling
I felt totally exhausted after running two miles .	running	Running
Hot but I worked through the weather on my run	run	Running
Rough headwind today on the front half of my run	run	Running
Did bench press today , feeling pumped !	bench press	Bench press
I used the rowing machine for about an hour .   Totally exhausted now .	rowing machine	Rowing
I went for a three mile run and I felt very rejuvenated when I returned home from the run .	run	Running
I did a heavy weight exercise today and it made my muscles very sore .	weight	Weights, general
I accomplished 20 push - ups this session .   I was pretty achy but I felt energized .	push - ups	Push ups
I was able to walk 2.5 miles this afternoon . My legs and feet were pretty sore !	walk	Walking
I just completed 15 minutes on the step machine . I am tired .	step machine	Stair Climbing
I did 50 squats . My legs and butt are sore but I feel dedicated .	squats	Squats
I just finished 30 minutes of Zumba I was exhausted but yet energized	Zumba	Zumba
I just did 15 minutes on the treadmill I 'm feeling strong	Treadmill	Treadmill
I attended a two hour kickboxing class After my first work out , I felt like my legs were going to fall off	Kickboxing	Kickboxing
My second work out was lifting weights My pecs felt they were on fire	lifting weights	Bench press
I rode exercise bike for one half hour I felt tired and legs were weak	exercise bike	Bicycling
Walked around one city block I felt energized and stimulated	walked	Walking
I did 20 squats It made my heart rate go up and it felt good .	squats	Squats
i did bicep curls it made my arms sore	bicep curls	Bicep Curl
MY FIRST WORKOUT IS JOGGING . AFTER A HOURS STILL MY BODY PAINS WHEN I NORMALLY WALK .	JOGGING	Bicycling
MY SECOND WORKOUT IS WEIGHT LIFT . AFTER A DAYS , ITS REALLY CHANGE OUR BODY WEIGHT	WEIGHT LIFT	Hiking
I cycled for 3 hours . I feel worn out !	cycled	Bicycling
I lifted weights in the gym . I feel incredibly tired !	lifted weights	Dead lifts
I ran a mile I felt very out of breath .	ran	Running
I did 30 squats . My legs felt like noodles .	squats	Squats
Pull Ups i feel healthy	Pull Ups	Pull ups
Bench Press . Barbell Incline The Bench Press is an extremely important upper body exercise i feel good	Bench Press	Bench press
i did 15 reps of 300 lb deadlifts for the last 10 minutes . i felt powerful honestly , and full of energy . a little stressed in the knees and legs though .	deadlifts	Dead lifts
i ran on a treadmill for 15 minutes to reach 1 mile tired , but full of adrenaline and endorphines . sweaty but motivated !	ran	Running
I did one set of barbell squats . I felt weak .	barbell squats	Squats
I did an hour of martial arts . I felt out of shape .	martial arts	Kickboxing
my first workout is pull ups while doing this workout be get struggle to pull body up and down after doing this workout we get pain in wings and chest	pull ups	Pull ups
cobra stretch its a very easy workout its use to stretch body while doing this workout back will get pain	cobra stretch	Stretching
I just cycling five miles . i am really out of shape	cycling	Bicycling
i am played two hour tennis . I felt strong	tennis	Tennis
I practice 10 minutes of push ups It makes me hard	push ups	Push ups
I doing Bench press It fits me a lot	Bench press	Bench press
I played basketball . I felt motivated .	basketball	Basketball
I performed stomach crunches . I felt toned .	stomach crunches	Abdominal Crunches
I did 50 pushups . It was hard but I felt good after .	pushups	Push ups
I did a 30 hour yoga session . I felt relaxed but toned .	yoga	Yoga
i went running and i felt great afterwards	running	Running
i did cardio i felt refreshed and invigorated before and during	cardio	Exercise Class
I did twenty five jumping jacks . I felt out of breath !	jumping jacks	Bodyweight exercises, general
I ran ten miles . I was really tired !	ran	Running
I just walk 2 miles I feel energetic	walk	Walking
I do cycling everyday I feel good	cycling	Bicycling
I do push ups It hurts my arms in a good way	push ups	Push ups
I do sit ups It burns my stomach in a good way	sit ups	Sit Ups
i played an hour of beat saber to warm up I felt great , limber and warmed up .	beat saber	Other
I used my weight machine to do presses I felt physically tired , but great	presses	Weights, general
I did HIIT training for 1 hour I felt sick	HIIT	Interval Training
I ran 2 miles I felt refreshed	ran	Running
i did the stairclimber for 10 mins my knees hurt	stairclimb	Stair Climbing
i did the eliptical for 20 mins i felt better and tired	eliptical	Elliptical Machine
I raked all the leaves I feel motivated	raked	Other
I hiked a mild trail i feel free	hiked	Hiking
I just rode my bike for 40 miles I felt out of shape	rode	Bicycling
I just walked 2 miles I feel energized	walked	Walking
I did 100 bicep curls . I felt strong .	curls	Bicep Curl
I rode my bike for 15 minutes . I was tired and short of breath .	bike	Bicycling
I did some leg lifts I felt tired	leg lifts	Bodyweight exercises, general
I did some push ups I felt tired	push ups	Push ups
I jogged for 15 minutes . I felt my heart beating fast as I was jogging .	jogged	Jogging
I did 30 jumping jacks . My legs were aching afterwards .	jumping jacks	Jumping Jacks
I played in a 3 on 3 basketball game I am tired !	basketball	Basketball
I went for a 5 mile brisk walk I feel great !	walk	Walking
My first workout was on the treadmill and it was exhausting . I felt very tired	treadmill	Treadmill
My second workout was some weight training to build muscle . I felt sore afterwards but I knew I was making gains .	weight	Weights, general
I just lifted for 75 minutes ! I felt strong .	lifted	Weights, general
I just walked 3 miles I felt bored .	walked	Walking
I just walked half a mile . I feel energized .	walked	Walking
I did 20 minutes of yoga . I feel calm and rejuvenated .	yoga	Yoga
I did yoga for one hour I felt fantastic	yoga	Yoga
I walked for one hour I feel tired	walked	Walking
I played roller derby for two hours . I felt happy and free .	roller derby	Roller Derby
I ran five miles at a 10 mph pace . The run was difficult , but I felt satisfied after .	ran	Running
I did the bench press . I felt tight .	bench press	Bench press
I jumped rope . I felt winded .	jumped rope	Aerobics
I hit a max deadlift attempt I felt exhausted after the workout	deadlift	Dead lifts
I swam 1 mile I felt refreshed after swimming	swam	Swimming
jogging good	jogging	Bicycling
cycling loss weight	cycling	Jogging
I ran for an hour . Absolutely awful and dizzy .	ran	Running
I swam for 30 minutes . I felt nice afterwards !	swam	Swimming
I did four sets of ten reps each of bicep curls . I felt a lot of strain and it took great effort to finish .	bicep curls	Bicep Curl
I did two hundred ab crunches over five sets . The last 50 reps were terrible , I felt so tired .	ab crunches	Abdominal Crunches
I went to the gym at lunch today and walked 2 miles in 30 minutes . I felt revived after I walked at lunch today .	walked	Walking
I went to the gym and did a super slow workout on the weight machines . I had a sore leg muscle after working out on the weight machines .	weight machines	Weights, general
I did 20 pushups . I felt energized and ready to go afterwards .	pushups	Push ups
I did 30 crunches . I felt sore but accomplished .	crunches	Sit Ups
I complete a 1 hour run at 7:30 pace I felt good until the last 10 minutes so I started my warm down early .	run	Running
I ran 4 mile reps at 6:15 to 6:30 pace First mile felt easy last mile I felt fatigued after the first 800 meters	ran	Running
I walked for an hour I am tired	walked	Walking
I biked for 20 minutes My knees hurt	biked	Bicycling
Leslie sansone walking exercise I felt So light and fresh	walking	Walking
Lunges I felt strength	Lunges	Lunges
I PLAYED TWO HOURS CRICKET GAME . I FELT TIRED .	CRICKET GAME	Cricket
I WALKED FOR THREE MILES . I FELT FRESH .	WALKED	Walking
I just did a 1 hour jiu - jitsu workout .   I feel tired .	jiu - jitsu	Martial Arts
I just played handball . I am energetic .	handball	Handball
walking get start	walking	Walking
running fast	running	Running
MY FIRST WORKOUT IS JUMPING JACK   REALLY I AM GOOD FEEL	JUMPING JACK	Jumping Jacks
SECOND WORKOUT IS PUSH UPS GOOD FEEL	PUSH UPS	Push ups
TODAY I WALKED FOR 100 MINUTES BRISKLY . I FELT ACCOMPLISHED AND SWEATY .	WALKED	Walking
I PERFORMED ARM EXERCISES TODAY MY ARM MUSCLES WERE SLIGHTLY TIRED .   	ARM EXERCISES	Bicep Curl
I played volleyball for two hours after work . I was exhausted !	volleyball	Volleyball
I did a one hour yoga session . I was really relaxed .	yoga session	Yoga
I did ten heavy squats today . I feel very tired .	squats	Squats
I ran 5 kilometers on the treadmill this evening . I felt very satisfied .	ran	Running
MY WORKOUT IS JUMPING JACK   GOOD FEEL	JUMPING JACK	Jumping Jacks
SECOND WORKOUT IS PUSH UPS   REALLY GOOD FEEL	PUSH UPS	Push ups
I used the stair climber machine for 30 minutes . I felt sore and exhausted afterwards .	stair climber	Stair Climbing
I did 50 squats . I felt sore in my thigh .	squats	Squats
i did 10 squats i felt like i was going to puke	squats	Squats
i did 40 sit ups my abs are killing me	sit ups	Sit Ups
I walked down the street for 15 minutes . I need to do this more often so I 'm not so winded next time .	walked	Walking
I performed exercises in a home aerobics video . I feel like I 'm going to be sore tomorrow .	aerobics video	Aerobics
i did 20 minutes on my elliptical my legs felt like spaghetti noodles after	elliptical	Elliptical Machine
i walked for 55 minutes i felt relaxed and good	walked	Walking
Workout : Ran 15 minutes on Treadmill .7 Miles I felt like my heart was going to explode .	Ran	Running
Workout : 60 crunches in sets of 15 . I felt good , like I was getting stronger .	crunches	Abdominal Crunches
Just did a cardio workout . I feel energized .	cardio	Cardio
I did brisk walking for 30 minutes . I feel tired .	walking	Walking
i jump passing the ball    it was fun	jump	Jumping Jacks
passing the ball while jumping makes me a good basketball player feel flexible and happy	basketball	Basketball
I just cycled for an hour and a half . I feel exhausted !	cycled	Bicycling
I hiked up a hill for two hours ! I feel really tired !	hiked	Hiking
I WALKED TEN KILOMETERS I FEEL GOOD AND ENERGETIC	WALKED	Walking
I PUT 100 SITTUPS IT WAS VERY TOUGH	SITTUPS	Sit Ups
I ran on the treadmill for 40 minutes   I felt exhausted and depleted	ran	Running
I walked five miles on the trek   I felt invigorated	walked	Walking
I benchpressed some weights . I felt strong and impressed that I did it .	benchpressed	Bench press
I started doing squats . I did n't feel great about it because they were not very fun activities .	squats	Squats
I did 10 sit ups . It really hurt .	sit ups	Sit Ups
I did one pull up .   I felt proud .	pull up	Pull ups
I just finished a yoga with addriene video relaxed and happy	yoga	Yoga
i just went for a bike ride hungry and cold	bike ride	Bicycling
I just finished a 45 minute yoga session . I feel so much more relaxed !	yoga	Yoga
Just walked three miles . My shins are sore and I feel so out of shape .	walked	Walking
I went for a run on the treadmill . I was super out of breath .	run	Running
I went to yoga class . I am tired , but feel strong and more relaxed	yoga	Yoga
I attended a three - hour yoga workshop I felt relaxed but exhausted .	yoga	Yoga
I played tennis at the park with a friend . I need to practice my tennis more !	tennis	Tennis
I just squatted 300lbs for 15 reps . I felt strong but I 'm also tired now .	squatted	Squats
I rode my bike for 1 hour . I felt confident and in shape .	rode	Bicycling
I rode a bike for 15 minutes I felt energized	rode	Bicycling
